2
1,1,0,19
2,0,0,8
1,1,0,4
0,2,0,22
1,1,0,20
1,1,0,7
0,2,0,21
0,2,0,29
1,1,0,30
2,0,0,10
0,2,0,27
0,2,0,24
1,1,0,1
2,0,0,5
1,1,0,11
0,2,0,23
2,0,0,13
2,0,0,6
1,1,0,25
2,0,0,2
1,1,0,28
1,0,1,16
0,2,0,26
2,0,0,14
0,2,0,18
2,0,0,12
2,0,0,3
0,2,0,31
0,1,1,17
1,1,0,9
1,1,0,15
1,1,0,32
